1;2774;9.900000;47;small
2;2481;9.900000;172;small
3;2679;9.900000;206;small
4;2799;9.900000;203;small
5;2940;9.900000;243;small
6;2803;9.900000;210;small
7;2893;9.900000;259;small
8;2862;9.900000;384;small
9;2012;9.900000;380;small
10;2737;9.900000;288;small
11;1914;9.900000;314;small
12;1854;9.900000;374;small
13;2150;9.900000;444;small
14;1899;9.900000;417;small
15;1566;9.900000;352;small
16;2303;9.900000;423;small
17;1755;9.900000;459;small
18;1388;9.900000;437;small
19;1505;9.900000;461;small
20;1808;9.900000;501;small
21;1376;9.900000;447;small
22;2877;9.900000;481;small
23;1637;9.900000;546;small
24;1746;9.900000;537;small
25;1903;9.900000;563;small
26;1468;9.900000;596;small
27;2350;9.900000;598;small
28;1726;9.900000;560;small
29;1272;9.900000;575;small
30;2898;9.900000;615;small
31;1693;9.900000;685;small
32;2239;9.900000;771;small
33;1974;9.900000;785;small
34;1327;9.900000;765;small
35;1315;9.900000;765;small
36;1478;9.900000;808;small
37;1507;9.900000;847;small
38;1898;9.900000;923;small
39;2220;9.900000;814;small
40;2085;9.900000;773;small
41;1569;9.900000;977;small
42;1927;9.900000;1019;small
43;2434;9.900000;898;small
44;2118;9.900000;1137;small
45;2358;9.900000;1054;small
46;2489;9.900000;1152;small
47;2746;9.900000;1051;small
48;1473;9.900000;1084;small
49;2389;9.900000;1177;small
50;2722;9.900000;1140;small
51;2592;9.900000;1178;small
52;2755;9.900000;1076;small
53;1487;9.900000;1179;small
54;1689;9.900000;1191;small
55;2037;9.900000;1230;small
56;1383;9.900000;1223;small
57;2787;9.900000;1163;small
58;2885;9.900000;1157;small
59;2651;9.900000;1139;small
60;1988;9.900000;1212;small
61;1762;9.900000;1238;small
62;2886;9.900000;1249;small
63;2492;9.900000;1267;small
64;2013;9.900000;1283;small
65;1521;9.900000;1265;small
66;2262;9.900000;1232;small
67;1745;9.900000;1307;small
68;2562;9.900000;1204;small
69;1593;9.900000;1319;small
70;2653;9.900000;1376;small
71;1371;9.900000;1357;small
72;2085;9.900000;1376;small
73;1618;9.900000;1369;small
74;2765;9.900000;1381;small
75;2544;9.900000;1343;small
76;1159;9.900000;1445;small
77;2934;9.900000;1348;small
78;2524;9.900000;1477;small
79;1756;9.900000;1482;small
80;2996;9.900000;1448;small
81;1953;9.900000;1486;small
82;2389;9.900000;1516;small
83;2637;9.900000;1574;small
84;2348;9.900000;1480;small
85;2706;9.900000;1545;small
86;2540;9.900000;1558;small
87;2161;9.900000;1623;small
88;1982;9.900000;1664;small
89;2397;9.900000;1554;small
90;1952;9.900000;1616;small
91;2333;9.900000;1650;small
92;2758;9.900000;1724;small
93;2435;9.900000;1581;small
94;2289;9.900000;1710;small
95;1736;9.900000;1519;small
96;2356;9.900000;1739;small
97;1827;9.900000;1675;small
98;2439;9.900000;1745;small
99;2170;9.900000;1736;small
100;1999;9.900000;1847;small
101;2234;9.900000;1775;small
102;2202;9.900000;1895;small
103;908;9.900000;12;small
104;793;9.900000;135;small
105;1593;9.900000;14;small
106;503;9.900000;211;small
107;1244;9.900000;79;small
108;1178;9.900000;151;small
109;1522;9.900000;63;small
110;1755;9.900000;61;small
111;3584;9.900000;189;small
112;2958;9.900000;169;small
113;3965;9.900000;230;small
114;1888;9.900000;109;small
115;1198;9.900000;298;small
116;2006;9.900000;217;small
117;2362;9.900000;82;small
118;3691;9.900000;36;small
119;2193;9.900000;228;small
120;2400;9.900000;217;small
121;3416;9.900000;306;small
122;1433;9.900000;206;small
123;1783;9.900000;265;small
124;1746;9.900000;418;small
125;1651;9.900000;406;small
126;3210;9.900000;385;small
127;2467;9.900000;361;small
128;886;9.900000;241;small
129;1319;9.900000;272;small
130;2941;9.900000;553;small
131;1353;9.900000;321;small
132;3720;9.900000;363;small
133;258;9.900000;232;small
134;81;9.900000;635;small
135;1219;9.900000;389;small
136;1572;9.900000;623;small
137;2278;9.900000;216;small
138;1177;9.900000;319;small
139;448;9.900000;487;small
140;3148;9.900000;442;small
141;2545;9.900000;467;small
142;2856;9.900000;575;small
143;2752;9.900000;684;small
144;1882;9.900000;516;small
145;1113;9.900000;451;small
146;981;9.900000;483;small
147;478;9.900000;557;small
148;3426;9.900000;463;small
149;1003;9.900000;584;small
150;3041;9.900000;556;small
151;3270;9.900000;476;small
152;2152;9.900000;542;small
153;2153;9.900000;521;small
154;812;9.900000;375;small
155;3650;9.900000;629;small
156;1628;9.900000;685;small
157;703;9.900000;368;small
158;2555;9.900000;494;small
159;157;9.900000;569;small
160;1187;9.900000;593;small
161;706;9.900000;618;small
162;912;9.900000;573;small
163;2147;9.900000;636;small
164;2423;9.900000;669;small
165;4059;9.900000;806;small
166;2959;9.900000;728;small
167;3418;9.900000;707;small
168;3014;9.900000;715;small
169;811;9.900000;687;small
170;3547;9.900000;736;small
171;899;9.900000;736;small
172;1084;9.900000;793;small
173;505;9.900000;725;small
174;2613;9.900000;799;small
175;2672;9.900000;758;small
176;3481;9.900000;777;small
177;421;9.900000;761;small
178;2385;9.900000;821;small
179;1091;9.900000;801;small
180;2878;9.900000;904;small
181;565;9.900000;874;small
182;825;9.900000;906;small
183;3343;9.900000;953;small
184;2996;9.900000;890;small
185;1434;9.900000;851;small
186;922;9.900000;982;small
187;2687;9.900000;935;small
188;3708;9.900000;790;small
189;996;9.900000;1174;small
190;714;9.900000;1072;small
191;3531;9.900000;938;small
192;3353;9.900000;1144;small
193;4079;9.900000;1368;small
194;2759;9.900000;1118;small
195;3208;9.900000;1180;small
196;298;9.900000;1104;small
197;876;9.900000;1067;small
198;3088;9.900000;1081;small
199;3697;9.900000;1089;small
200;856;9.900000;1147;small
201;3307;9.900000;1231;small
202;666;9.900000;1174;small
203;3505;9.900000;1085;small
204;2273;9.900000;993;small
205;3490;9.900000;1324;small
206;464;9.900000;1217;small
207;309;9.900000;1354;small
208;939;9.900000;1190;small
209;785;9.900000;1334;small
210;1113;9.900000;1398;small
211;2547;9.900000;1746;small
212;1130;9.900000;1333;small
213;1510;9.900000;1394;small
214;3779;9.900000;1283;small
215;1372;9.900000;1422;small
216;183;9.900000;1527;small
217;532;9.900000;1468;small
218;454;9.900000;1376;small
219;3681;9.900000;1496;small
220;1215;9.900000;1647;small
221;1423;9.900000;1517;small
222;1069;9.900000;1519;small
223;763;9.900000;1601;small
224;3290;9.900000;1388;small
225;3944;9.900000;1437;small
226;1538;9.900000;1559;small
227;2893;9.900000;1573;small
228;3239;9.900000;1334;small
229;426;9.900000;1598;small
230;4060;9.900000;1486;small
231;3257;9.900000;1657;small
232;1500;9.900000;1722;small
233;1135;9.900000;1656;small
234;3732;9.900000;1750;small
235;1427;9.900000;1619;small
236;753;9.900000;1653;small
237;3078;9.900000;1923;small
238;1731;9.900000;1765;small
239;1009;9.900000;1805;small
240;3400;9.900000;1730;small
241;3355;9.900000;1879;small
242;1142;9.900000;1733;small
243;3721;9.900000;1809;small
244;2023;9.900000;1829;small
245;1592;9.900000;1768;small
246;684;9.900000;1753;small
247;1427;9.900000;1819;small
248;279;9.900000;1898;small
249;1085;9.900000;1975;small
250;1342;9.900000;1896;small
251;1639;9.900000;1876;small
252;105;9.900000;1537;small
253;1574;9.900000;1905;small
254;3118;9.900000;1921;small
255;981;9.900000;1974;small
256;1845;9.900000;2021;small
257;3580;9.900000;1832;small
258;3788;9.900000;2037;small
259;3127;9.900000;2031;small
260;2987;9.900000;2024;small
261;2626;9.900000;2032;small
262;282;9.900000;1990;small
263;2174;9.900000;2003;small
264;1885;9.900000;2013;small
